269,684,684,120,684,269,209,561,432,684,684,269,977,887,408,529,269,269,445,269
684,582,269,582,445,505,997,887,874,120,269,684,887,977,645,684,269,943,365,561
713,887,154,684,977,120,914,684,269,234,887,216,120,433,269,703,234,684,209,433
250,269,887,243,120,637,684,546,269,734,488,193,977,807,234,684,887,120,977,916
684,245,977,977,684,120,445,269,269,8,360,977,977,250,977,269,887,684,433,684
942,234,878,887,887,977,887,269,814,684,887,269,977,257,269,977,269,684,164,269
887,942,250,977,234,433,839,887,715,887,887,216,846,269,269,684,29,684,643,887
684,684,550,977,977,269,887,977,139,887,887,943,29,684,120,234,234,234,684,684
684,684,643,684,684,684,977,607,943,349,250,977,234,977,977,887,528,445,269,445
887,269,684,445,706,684,961,234,996,269,977,851,684,977,684,684,234,477,977,269
419,887,338,977,8,887,688,292,341,887,234,977,684,887,402,977,120,684,234,203
977,672,45,269,117,977,887,234,254,887,887,269,977,977,878,684,798,887,437,269
269,943,243,684,269,977,269,269,943,433,250,887,235,269,643,269,684,419,245,977
947,269,684,887,269,977,269,350,257,234,977,684,416,269,887,878,120,163,269,531
381,368,887,350,257,29,887,977,528,269,821,839,269,915,528,887,943,269,943,269
269,943,994,746,269,684,269,854,234,269,269,269,269,943,269,839,445,977,916,92
154,120,120,977,996,684,269,269,446,269,120,684,684,432,684,87,684,887,736,274
977,433,350,234,269,234,977,269,977,684,269,87,350,269,977,152,269,367,269,618
656,269,269,887,505,887,870,977,684,977,684,887,684,269,236,187,684,269,887,269
977,269,943,887,446,269,234,684,528,29,445,335,269,887,887,684,977,269,317,988
341,269,943,977,120,234,269,120,684,684,120,684,684,684,265,445,477,899,269,684
887,65,269,120,684,445,120,132,269,977,445,685,943,432,269,269,977,887,269,269
269,66,887,335,234,8,684,120,454,684,433,582,269,977,887,120,269,433,977,915
977,942,269,498,234,943,445,703,887,943,477,684,977,684,915,684,887,498,245,943
684,977,943,410,364,977,887,684,269,943,977,8,839,977,292,181,773,741,943,943
887,684,445,234,618,445,839,143,958,977,458,887,269,977,684,887,887,516,350,526
684,269,977,797,977,887,8,234,943,684,87,977,977,120,977,216,684,887,364,977
684,977,445,943,887,446,684,119,684,744,684,977,550,684,269,684,548,269,842,891
977,364,216,298,269,977,684,269,445,858,887,943,763,350,719,269,502,977,234,734
684,887,269,216,120,618,684,582,977,445,795,684,257,234,742,684,763,445,341,977
684,269,684,133,518,684,741,234,269,684,120,269,269,977,684,257,562,977,943,685
977,677,120,269,269,977,269,887,977,243,977,887,670,269,684,887,269,977,942,977
684,703,528,943,445,234,234,349,977,269,234,670,684,364,943,606,684,505,464,887
528,684,528,528,269,269,887,33,684,977,943,216,988,269,525,887,887,887,684,269
684,977,269,887,120,734,92,403,433,245,943,813,684,977,234,117,887,887,250,445
977,416,977,977,525,120,269,977,269,269,977,92,643,234,977,894,977,684,492,977
164,994,432,499,498,234,684,684,887,977,364,679,781,787,416,684,707,216,209,746
977,350,209,943,920,806,419,187,269,807,684,445,684,977,392,445,977,234,887,684
337,364,265,269,977,977,887,887,684,977,887,977,433,269,684,839,684,269,120,887
684,445,887,269,676,887,977,234,966,234,716,878,887,977,269,433,887,269,977,317
269,896,977,269,977,234,269,298,269,887,341,216,977,977,887,54,350,977,887,977
977,216,166,546,269,234,269,887,943,445,445,703,447,245,977,235,684,269,887,368
887,684,155,684,269,887,641,40,269,887,684,887,120,8,269,120,977,269,977,269
977,977,445,977,553,269,977,250,445,269,8,878,53,269,849,700,269,916,977,445
684,887,410,433,269,269,234,29,887,341,977,216,269,943,977,643,943,907,269,269
943,120,269,269,269,907,445,269,234,548,269,977,887,269,269,349,977,269,734,120
684,269,977,250,269,916,341,887,234,887,684,269,234,187,553,887,684,887,887,741
684,977,943,445,60,269,410,887,269,887,784,216,235,943,784,684,977,269,511,234
734,445,887,684,234,292,684,977,977,684,520,887,684,269,943,977,977,887,120,684
703,977,269,234,684,994,716,670,977,741,341,684,977,357,513,887,977,250,977,643
684,120,511,269,447,269,445,269,977,269,684,269,977,458,684,350,977,977,991,899
269,899,387,977,887,914,33,977,219,889,977,556,684,806,269,977,234,851,234,269
887,684,977,269,349,916,977,410,269,269,120,887,887,907,269,943,269,676,120,943
269,445,977,45,684,269,814,582,155,943,269,350,636,269,684,684,234,887,887,736
643,528,684,643,977,977,887,684,528,716,120,977,269,528,684,977,445,800,525,977
416,269,977,234,707,887,502,416,887,670,574,887,684,684,690,245,250,45,269,977
977,410,943,887,269,684,684,687,684,956,269,977,684,684,684,977,234,445,977,684
553,368,269,216,887,269,716,350,977,887,887,457,887,269,269,269,118,120,234,269
943,269,269,684,684,734,684,684,525,250,887,684,269,269,161,887,887,977,887,887
977,144,234,887,977,645,355,234,977,511,528,548,977,843,977,734,569,942,977,977
269,480,234,977,269,977,234,684,741,269,887,977,684,250,943,269,432,887,684,269
684,269,167,684,269,943,285,269,269,226,269,234,234,741,8,525,245,269,977,582
120,269,269,943,977,687,386,684,684,887,851,858,29,887,684,269,269,548,445,887
269,269,234,977,887,928,269,887,269,781,887,684,525,269,887,454,684,269,269,715
684,887,943,763,977,977,741,977,445,684,977,977,216,235,386,269,269,670,899,684
887,364,432,977,269,445,977,887,69,582,914,977,33,402,653,269,977,887,684,977
887,216,257,731,887,915,703,977,269,988,943,511,120,269,234,643,887,684,883,943
209,887,863,410,8,684,977,0,212,269,977,943,854,684,887,458,684,269,684,33
364,977,29,269,878,684,353,943,120,977,887,643,274,887,618,731,269,684,878,269
